timestamp,value_0,value_1,value_2,value_3,value_4,value_5,value_6,value_7
1758893100000,33.44,34.81481481481482,39.03448275862069,31.703703703703702,41.925925925925924,40.333333333333336,31.69230769230769,23.52941176470588
1758893400000,33.04347826086956,35.42857142857143,39.285714285714285,32.285714285714285,42.206896551724135,41.6,31.555555555555557,23.135135135135137
1758893700000,33.142857142857146,35.52,38.476190476190474,31.058823529411764,41.4,41.523809523809526,30.620689655172413,24.0
1758894000000,32.421052631578945,35.30434782608695,38.95652173913044,30.727272727272727,42.4,40.0,32.36363636363637,23.636363636363637
1758894300000,33.333333333333336,35.45454545454545,38.85714285714286,30.56,41.714285714285715,40.76190476190476,31.483870967741936,23.75
1758894600000,33.14285714285714,35.111111111111114,40.333333333333336,29.5,42.434782608695656,40.8421052631579,31.833333333333336,22.095238095238095
1758894900000,33.45454545454545,35.714285714285715,39.666666666666664,30.307692307692307,42.95652173913044,42.35294117647059,31.857142857142858,23.333333333333332
1758895200000,33.45454545454545,35.8,39.407407407407405,30.666666666666668,42.94736842105263,41.411764705882355,32.48,24.551724137931036
1758895500000,33.666666666666664,35.81818181818182,39.30434782608695,30.90909090909091,42.666666666666664,41.666666666666664,31.652173913043477,23.636363636363637
1758895800000,34.2,35.578947368421055,38.61538461538461,31.53846153846154,42.285714285714285,40.88888888888889,30.933333333333334,24.0
1758896100000,33.09090909090909,34.78260869565217,38.0,31.666666666666664,41.5,40.2,31.61904761904762,23.75
1758896400000,32.63157894736842,34.95652173913044,39.23076923076923,31.692307692307693,41.51724137931034,40.63157894736842,32.0,23.866666666666667
1758896700000,32.8,35.6,40.25,28.923076923076923,42.0,46.666666666666664,28.952380952380953,23.314285714285713
1758897000000,33.714285714285715,35.81818181818182,42.476190476190474,29.692307692307693,41.73913043478261,46.095238095238095,30.080000000000002,23.243243243243242
1758897300000,33.42857142857143,34.88,42.30769230769231,30.545454545454547,39.7037037037037,47.55555555555556,31.529411764705884,23.05263157894737
1758897600000,32.76190476190476,34.76923076923077,40.666666666666664,32.36363636363637,39.6,46.588235294117645,32.0,23.333333333333332
1758897900000,32.8,34.95652173913044,42.0,31.285714285714285,40.22222222222222,45.25,32.5,23.5
1758898200000,32.0,34.88,41.73913043478261,31.076923076923077,39.851851851851855,46.94736842105263,33.23076923076923,23.733333333333334
1758898500000,33.04347826086956,35.80952380952381,41.629629629629626,30.875,40.23529411764706,47.6,33.07692307692308,23.428571428571427
1758898800000,33.6,36.0,41.523809523809526,31.058823529411764,42.15384615384615,48.2,33.69230769230769,23.75
1758899100000,33.2,34.92307692307692,41.391304347826086,32.0,41.5,47.8,33.27272727272727,24.0
1758899400000,32.34782608695652,35.04761904761905,39.08571428571429,27.096774193548384,40.18181818181818,46.15384615384615,28.88888888888889,23.2
1758899700000,32.6,35.047619047619044,38.72727272727273,29.11111111111111,40.38095238095238,41.411764705882355,31.310344827586206,22.91891891891892
1758900000000,32.0,34.48275862068966,38.285714285714285,29.76,38.81481481481482,39.65217391304348,31.375,23.085714285714285
1758900300000,33.04347826086956,35.0,38.78260869565217,30.0,40.0,40.34782608695652,30.838709677419356,23.466666666666665
1758900600000,32.63157894736842,34.666666666666664,39.45454545454545,29.733333333333334,39.833333333333336,45.2,32.18181818181818,23.25
1758900900000,32.480000000000004,34.36363636363636,38.73684210526316,29.73913043478261,40.2,44.266666666666666,32.0,23.741935483870968
1758901200000,32.69565217391305,34.526315789473685,37.89473684210526,29.538461538461537,39.63636363636364,38.833333333333336,30.666666666666668,23.076923076923077
1758901500000,32.76923076923077,34.25,33.904761904761905,30.615384615384617,38.81481481481482,28.57142857142857,31.448275862068964,23.636363636363637
1758901800000,33.03703703703704,33.88235294117647,35.0,30.615384615384613,38.96774193548387,30.88888888888889,31.085714285714285,23.333333333333332
1758902100000,32.22222222222222,34.285714285714285,37.565217391304344,30.344827586206897,39.230769230769226,40.61538461538461,31.23076923076923,23.733333333333334
1758902400000,33.04347826086956,35.2,38.0,32.285714285714285,40.2,41.4,31.586206896551722,22.064516129032256
1758902700000,33.0,34.434782608695656,38.285714285714285,30.074074074074073,39.2,40.0,31.225806451612904,22.625
1758903000000,31.448275862068964,34.666666666666664,36.75,29.043478260869566,38.61538461538461,39.666666666666664,31.11111111111111,23.714285714285715
1758903300000,31.703703703703702,33.91304347826087,37.875,28.90909090909091,39.111111111111114,39.81818181818182,30.608695652173914,23.333333333333332
1758903600000,33.333333333333336,33.333333333333336,37.0,28.727272727272727,38.36363636363636,39.4,31.047619047619047,22.88888888888889
1758903900000,31.096774193548388,33.904761904761905,36.8,29.12,38.10526315789473,39.2,30.666666666666668,22.333333333333332
1758904200000,32.21052631578947,33.89473684210526,36.25,28.2,38.857142857142854,39.0,30.814814814814813,22.4
1758904500000,30.923076923076923,32.8,35.7037037037037,27.225806451612904,37.391304347826086,37.925925925925924,29.176470588235293,22.37037037037037
1758904800000,30.72,32.57142857142857,35.714285714285715,27.272727272727273,36.8,38.074074074074076,29.6,21.759999999999998
1758905100000,30.857142857142858,32.666666666666664,35.44827586206897,28.0,37.0,37.523809523809526,29.866666666666667,22.125
1758905400000,31.0,32.36363636363637,36.23529411764706,27.85185185185185,37.6,38.10526315789474,29.6,22.133333333333333
1758905700000,31.066666666666666,33.04347826086956,36.17391304347826,27.866666666666667,37.12,38.08,30.46153846153846,19.692307692307693
1758906000000,31.125,33.27272727272727,37.333333333333336,28.761904761904763,38.608695652173914,39.130434782608695,30.4,20.333333333333332
1758906300000,31.310344827586206,32.53333333333333,37.4,28.0,37.68421052631579,38.54545454545455,29.666666666666668,22.0
1758906600000,31.076923076923077,31.571428571428573,35.375,27.151515151515152,37.4,37.0,29.818181818181817,21.285714285714285
1758906900000,29.92,32.0,35.55555555555556,27.333333333333332,36.470588235294116,37.714285714285715,28.444444444444446,21.714285714285715
1758907200000,30.4,31.40740740740741,34.666666666666664,27.384615384615383,37.0,36.705882352941174,29.0,21.53846153846154
1758907500000,30.153846153846153,32.54545454545455,34.714285714285715,26.91891891891892,32.8,35.833333333333336,28.4,21.806451612903228
1758907800000,28.842105263157894,31.578947368421055,34.37037037037037,26.074074074074073,32.631578947368425,36.48,28.727272727272727,21.692307692307693
1758908100000,28.25,31.80952380952381,34.526315789473685,26.814814814814817,35.724137931034484,36.22222222222222,28.727272727272727,20.869565217391305
1758908400000,29.2,30.434782608695652,34.0,27.130434782608695,35.09090909090909,36.0,26.742857142857144,18.81081081081081
1758908700000,28.727272727272727,30.909090909090907,33.06666666666666,26.608695652173914,34.56,35.407407407407405,28.444444444444443,21.0
1758909000000,28.2,30.444444444444446,33.0,26.0,34.588235294117645,35.11111111111111,27.142857142857142,20.52173913043478
1758909300000,29.565217391304348,30.608695652173914,34.15384615384615,26.193548387096772,34.5,35.166666666666664,27.846153846153847,21.103448275862068
1758909600000,29.0,31.57894736842105,34.42857142857143,28.5,34.96296296296296,36.421052631578945,28.421052631578945,21.733333333333334
1758909900000,29.0,30.8,33.6,26.838709677419356,34.526315789473685,34.61538461538461,27.555555555555557,20.695652173913043
1758910200000,28.869565217391305,30.285714285714285,33.81818181818182,26.333333333333332,34.166666666666664,34.36363636363637,28.235294117647058,19.870967741935484
1758910500000,28.18181818181818,29.263157894736842,33.111111111111114,25.333333333333332,33.73913043478261,33.8,27.5,20.0
1758910800000,27.483870967741936,29.411764705882355,33.0,25.176470588235293,33.28,33.26315789473684,26.545454545454547,20.551724137931032
